id,safra,y,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50,VAR_51,VAR_52,VAR_53,VAR_54,VAR_55,VAR_56,VAR_57,VAR_58,VAR_59,VAR_60,VAR_61,VAR_62,VAR_63,VAR_64,VAR_65,VAR_66,VAR_67,VAR_68,VAR_69,VAR_70,VAR_71,VAR_72,VAR_73,VAR_74,VAR_75,VAR_76,VAR_77,VAR_78
5203,201411,1,0.0,0.0,0.0,0.0,92.44,507.0,38.3,51.98,320.0,,44.97,,,,22.49,,,,0.0,10,,0.0,,270.87,0.0,,,0.0,,640.0,,0.090634138151029,0.0,91.97,137.91,,,86.93,,0.0,,,,0.0,,,,,,,,44.99,,320.0,,,38,267.0,,-0.231735369185606,,,,1,762.15,,,,,,,51.0,,,,,,
5210,201412,0,11.0,0.0,0.0,0.0,257.6,2485.0,,,1300.0,,,706.0,19.7,836.0,57.04,75.0,5550.0,61.0,27.0,12,1612.0,32.0,,1319.82,9.0,466.0,979.0,12.0,3.0,2700.0,45.0,0.133832912727673,5.0,,,8.8,3.0,,137.0,10.0,26.4,5.0,22.0,11.0,137.96,5.0,0.0,2.0,0.0,220.19,427.0,399.28,3750.0,1300.0,220.19,220.19,49,1079.0,70.13,0.079926420595367,8.8,3344.0,220.19,0,,,-33.0,2.0,,12.15,0.0,284.0,0.0,0.0,1541.33,88.94,,0.0
5221,201412,0,22.0,0.0,0.0,0.0,200.43,483.0,93.36,317.78,800.0,,,,,141.0,101.75,,1900.0,,0.0,8,,0.0,,1157.69,0.0,-2.0,97.0,0.0,-1.0,800.0,,0.090634138151029,0.0,1240.64,,,-1.0,521.76,,0.0,0.0,-1.0,,0.0,,-1.0,,-1.0,0.0,105.89,141.0,712.26,300.0,1100.0,,105.89,40,899.0,,-0.133343746407103,,,,1,752.57,,-17.0,-5.0,,,0.0,-61.0,0.0,0.0,105.89,,,0.0
5236,201411,1,16.0,0.0,0.0,0.0,38.53,447.0,17.99,55.02,450.0,,34.0,,,,9.99,,,,0.0,6,,0.0,,269.71,0.0,,390.0,0.0,,900.0,,0.090634138151029,0.0,140.11,68.0,,,89.98,,0.0,,,,0.0,,,,,,,,9.99,,450.0,,,49,179.0,,0.079926420595367,,,,1,280.06,,,,,,,8.0,,,,,,
5238,201412,1,11.0,0.0,0.0,0.0,231.94,447.0,107.97,289.2,200.0,,86.97,,,,131.92,,,,0.0,12,,0.0,,433.89,0.0,,332.0,0.0,,200.0,,0.090634138151029,0.0,635.2,227.91,,,462.29,,0.0,,,,0.0,,,,,,,,202.9,,200.0,,,22,429.0,,-0.690749137734589,,,,1,1125.11,,,,,,,-10.0,,,,,,
5248,201412,1,0.0,0.0,0.0,0.0,,4532.0,,,500.0,,,121.0,,1623.0,,0.0,3700.0,31.0,29.0,12,385.0,33.0,,,0.0,1288.0,,0.0,8.0,1500.0,0.0,0.133832912727673,4.0,,,5.88,8.0,,,8.0,5.88,16.0,7.0,9.0,,16.0,0.0,8.0,5.88,147.16,419.0,,4000.0,500.0,147.16,147.16,49,,,0.079926420595367,5.88,,147.16,0,,,-67.0,8.0,,5.91,0.0,1012.0,0.0,0.0,441.48,,,0.0
5250,201411,1,3.0,0.0,0.0,0.0,64.99,567.0,,,1000.0,,,,115.82,319.0,,,,,0.0,12,,0.0,,129.98,0.0,4.0,495.0,0.0,5.0,1000.0,,0.090634138151029,0.0,,,4.88,5.0,,341.0,0.0,7.32,5.0,,0.0,467.69,5.0,,5.0,7.32,122.07,319.0,,703.32,1000.0,122.07,122.07,71,129.0,,0.721630021341369,2.44,,122.07,1,,,-3.0,5.0,,,0.0,479.0,0.0,0.0,366.21,,,0.0
5252,201412,1,3.0,0.0,0.0,0.0,52.19,531.0,113.95,166.96,1602.2,,37.49,,16.76,,51.48,,,,0.0,12,,0.0,,104.39,0.0,,183.0,0.0,,1602.2,,0.090634138151029,0.0,595.89,74.99,,,291.87,75.0,0.0,,,,0.0,117.32,,,,,,,205.94,,1602.2,,,21,104.0,8.99,-0.690749137734589,,,,1,1284.22,,,,,,,4.0,,,,8.99,,
5253,201412,1,0.0,0.0,0.0,0.0,115.78,559.0,61.38,87.96,500.0,,0.99,,30.59,,,,,,0.0,3,,0.0,,256.92,0.0,,,0.0,,1000.0,,0.090634138151029,0.0,379.85,0.99,,,245.54,152.0,0.0,,,,0.0,152.97,,,,,,,,,500.0,,,33,252.0,,-0.354107585360257,,,,1,592.38,,,,,,,2.0,,,,,,
5255,201411,0,0.0,0.0,0.0,0.0,53.26,531.0,60.97,43.2,1000.0,,34.22,,28.89,213.0,32.68,,1000.0,,0.0,12,,0.0,,199.15,0.0,11.0,,0.0,-13.0,1000.0,,0.090634138151029,0.0,255.21,258.88,0.0,-13.0,120.97,152.0,0.0,0.0,-13.0,,0.0,231.12,-13.0,,-14.0,0.0,100.77,213.0,188.95,500.0,1500.0,100.77,100.77,49,176.0,,0.079926420595367,,,,1,753.27,,-141.0,-25.0,,,0.0,-9.0,0.0,0.0,403.08,,,0.0
5263,201412,1,39.0,0.0,0.0,1.0,199.85,1839.0,29.99,,2000.0,320.0,94.49,320.0,,222.0,28.66,119.0,2000.0,27.0,9.0,12,711.0,13.0,63.34,739.16,7.0,41.0,418.0,11.0,29.0,4000.0,14.0,0.133832912727673,4.0,,661.43,0.0,29.0,89.99,,6.0,12.48,29.0,7.0,11.0,,29.0,95.94,29.0,0.0,156.18,222.0,85.98,500.0,2500.0,156.18,156.18,49,581.0,499.07,0.079926420595367,,1672.0,,0,32.43,8.0,-3.0,29.0,506.72,,1.0,73.0,1.0,1.0,624.72,580.33,186.72,1.0
5265,201411,0,11.0,0.0,0.0,0.0,146.31,385.0,,,3000.0,,118.96,,,,,,,,0.0,12,,0.0,,911.92,0.0,,299.0,0.0,,6000.0,,0.090634138151029,0.0,,832.72,,,,,0.0,,,,0.0,,,,,,,,,,3000.0,,,38,699.0,,-0.231735369185606,,,,1,441.44,,,,,,,78.0,,,,,,
5276,201412,1,4.0,0.0,0.0,0.0,,244.0,132.81,142.53,600.0,,34.99,,,,,,,,0.0,12,,0.0,,,0.0,,194.0,0.0,,1200.0,,0.0571981886428283,0.0,599.96,69.99,,,316.57,,0.0,,,,0.0,,,,,,,,,,600.0,,,23,,,-0.411786729965823,,,,1,625.61,,,,,,,-66.0,,,,,,
5280,201412,0,0.0,0.0,0.0,0.0,84.98,1663.0,50.95,,1200.0,280.0,52.49,,38.69,991.0,,12.0,,5.0,5.0,8,211.0,7.0,111.97,339.94,0.0,627.0,,0.0,,1200.0,3.0,0.133832912727673,2.0,,209.96,,,80.95,77.0,5.0,,,,6.0,77.39,25.0,0.0,,,,991.0,,3000.0,2200.0,,,38,339.0,136.85,-0.231735369185606,,418.0,,0,2327.59,8.0,-1.0,,282.93,,0.0,100.0,0.0,1.0,,219.64,0.0,1.0
5283,201412,0,0.0,0.0,0.0,0.0,81.97,833.0,43.59,,1000.0,658.0,,,213.68,,42.96,,,,0.0,12,,0.0,181.77,451.85,0.0,,,0.0,,1000.0,,0.133832912727673,0.0,,,,,217.96,1034.0,2.0,,,,3.0,1111.23,,,,,,,114.96,,1000.0,,,67,449.0,642.15,0.648196909605187,,,,1,,17.0,,,661.52,,,221.0,,,,808.24,0.0,
5290,201411,1,6.0,0.0,0.0,0.0,,256.0,,110.96,1125.0,,6.98,,,,37.71,,,,0.0,12,,0.0,,,0.0,,178.0,0.0,,2250.0,,0.0571981886428283,0.0,221.93,6.98,,,,,0.0,,,,0.0,,,,,,,,301.68,,1125.0,,,19,,,-0.690749137734589,,,,1,595.26,,,,,,,1.0,,,,,,
5292,201411,1,0.0,0.0,0.0,0.0,,1317.0,78.98,30.55,200.0,,,220.0,,,31.99,,,,0.0,6,,0.0,,,6.0,,,7.0,,400.0,,0.133832912727673,0.0,122.2,,,,315.93,,0.0,,,9.0,0.0,,,,,,,,95.98,,200.0,,,42,,,-0.0737564789495467,,,,1,1005.07,,,,,,,89.0,,,,,,
5298,201412,0,63.0,0.0,4.0,1.0,,2435.0,,,500.0,,88.63,855.0,,240.0,,100.0,500.0,56.0,30.0,8,1473.0,32.0,,,9.0,157.0,1010.0,12.0,0.0,500.0,,0.133832912727673,2.0,,265.91,,0.0,,,6.0,0.0,0.0,26.0,7.0,,0.0,433.44,0.0,,107.27,240.0,,200.0,700.0,107.27,,42,,,-0.0737564789495467,,2508.0,,0,772.37,,-9.0,0.0,,,0.0,98.0,0.0,0.0,214.54,,,0.0
5325,201412,0,25.0,0.0,0.0,0.0,78.86,4150.0,30.96,19.08,1000.0,420.0,22.39,771.0,79.19,194.0,19.18,200.0,1000.0,87.0,34.0,12,1375.0,40.0,89.06,296.92,11.0,5.0,15.0,11.0,6.0,1000.0,28.0,0.133832912727673,6.0,190.8,111.95,,6.0,118.91,361.0,12.0,,6.0,47.0,12.0,424.9,6.0,559.79,6.0,1.81,90.58,194.0,47.98,300.0,1300.0,,90.58,50,294.0,304.2,0.156301087833759,,3762.0,,0,1651.62,26.0,-2.0,6.0,524.8,,0.0,68.0,0.0,0.0,,290.74,99.96,0.0
5336,201412,0,20.0,0.0,0.0,0.0,110.63,712.0,16.67,153.67,690.0,,,,82.65,,10.96,,,,0.0,12,,0.0,,504.2,0.0,,186.0,0.0,,690.0,,0.133832912727673,0.0,432.76,,,,133.36,250.0,0.0,,,,0.0,335.55,,,,,,,76.72,,690.0,,,30,447.0,107.0,-0.411786729965823,,,,1,842.12,,,,,,,-31.0,,,,359.0,,
5338,201412,0,49.0,0.0,0.0,1.0,63.36,569.0,,11.56,500.0,,66.42,,55.48,,15.99,,,,0.0,5,,0.0,,371.57,0.0,,325.0,0.0,,500.0,,0.090634138151029,0.0,92.48,247.02,,,,275.0,0.0,,,,0.0,277.48,,,,,,,79.99,,500.0,,,45,322.0,,-0.0304781166421273,,,,1,367.07,,,,,,,-35.0,,,,,,
5343,201412,0,34.0,0.0,0.0,2.0,,352.0,40.6,37.48,1358.13,,,,,,42.47,,,,0.0,12,,0.0,,,0.0,,259.0,0.0,,1358.13,,0.090634138151029,0.0,149.93,,,,203.0,,0.0,,,,0.0,,,,,,,,212.36,,1358.13,,,52,,,0.156301087833759,,,,1,366.86,,,,,,,79.0,,,,,,
5350,201412,1,45.0,0.0,0.0,1.0,26.62,1307.0,,8.27,1000.0,192.0,38.83,53.0,,883.0,85.82,0.0,2800.0,,0.0,12,,0.0,38.35,133.12,4.0,498.0,808.0,7.0,13.0,2000.0,0.0,0.133832912727673,0.0,41.37,465.96,3.56,13.0,,,3.0,5.34,20.0,5.0,6.0,,20.0,0.0,13.0,7.12,89.12,351.0,502.59,3600.0,1000.0,89.12,89.12,51,133.0,170.99,0.156301087833759,1.78,,89.12,1,1027.1,18.0,-3.0,13.0,240.93,2.37,0.0,1.0,0.0,1.0,267.36,177.34,46.02,1.0
5352,201411,0,3.0,0.0,0.0,0.0,35.3,665.0,,,1496.2,125.0,,,,,,10.0,90.99,,0.0,10,,0.0,24.51,95.96,0.0,,500.0,0.0,,1676.16,7.0,0.133832912727673,0.0,,,,,,,0.0,,,,0.0,,,0.0,,,,,,379.95,1796.12,,,39,94.0,107.3,-0.231735369185606,,,,1,,8.0,,,196.08,,,471.0,,,,141.1,70.3,
5353,201411,0,21.0,0.0,0.0,0.0,150.41,413.0,107.76,27.99,1000.0,,167.83,,,,26.91,,1000.0,,0.0,8,,0.0,,543.25,0.0,,284.0,0.0,,1000.0,,0.090634138151029,0.0,139.98,444.53,,,430.93,,0.0,,,,0.0,,,,,,,,188.37,,1000.0,,,53,539.0,,0.219380082347677,,,,1,1119.98,,,,,,,4.0,,,,,,
5368,201412,0,,,,,,1514.0,,,1500.0,,,90.0,,895.0,,0.0,1500.0,20.0,1.0,12,243.0,2.0,,,7.0,490.0,,7.0,0.0,1500.0,0.0,0.133832912727673,1.0,,,0.0,0.0,,,0.0,0.0,38.0,4.0,0.0,,38.0,0.0,0.0,0.0,216.0,303.0,,4000.0,2500.0,216.0,216.0,50,,,0.156301087833759,0.0,1672.0,216.0,1,,,-12.0,0.0,,7.92,0.0,1313.0,0.0,3.0,648.0,,,3.0
5372,201411,0,,,,,,4312.0,23.39,,3000.0,,,308.0,,1976.0,,64.0,3000.0,101.0,63.0,12,1995.0,73.0,,,9.0,1833.0,,9.0,-2.0,3000.0,,0.133832912727673,10.0,,,0.0,-2.0,116.98,,0.0,0.0,-2.0,9.0,0.0,,-2.0,79.96,-2.0,,174.77,208.0,,1000.0,4000.0,,174.77,55,,,0.219380082347677,,2508.0,,1,,,-339.0,-2.0,,,0.0,208.0,0.0,0.0,1922.47,,,0.0
5373,201411,0,16.0,0.0,0.0,0.0,125.18,588.0,,59.99,500.0,,,,124.15,,,,,,0.0,4,,0.0,,250.36,0.0,,383.0,0.0,,1000.0,,0.133832912727673,0.0,59.99,,,,,168.0,0.0,,,,0.0,169.14,,,,,,,,,500.0,,,28,249.0,0.0,-0.411786729965823,,,,1,,,,,,,,12.0,,,,134.64,,
5383,201411,0,26.0,0.0,0.0,0.0,,751.0,,,700.0,179.0,,,,380.0,,,1700.0,,0.0,12,,0.0,35.98,,0.0,65.0,585.0,0.0,-19.0,3159.53,,0.133832912727673,0.0,,,0.0,-19.0,,,0.0,0.0,-19.0,,1.0,,-19.0,,-20.0,0.0,96.13,380.0,,1000.0,700.0,96.13,96.13,66,,217.66,0.534878115446101,0.0,,96.13,1,,5.0,-325.0,-21.0,179.93,0.0,0.0,751.0,0.0,0.0,384.52,212.62,0.0,0.0
5384,201411,1,0.0,0.0,0.0,0.0,,341.0,,,300.0,,,,,,23.75,,,,0.0,6,,0.0,,,0.0,,,0.0,,600.0,,0.090634138151029,0.0,,,,,,,0.0,,,,0.0,,,,,,,,118.77,,300.0,,,71,,,0.721630021341369,,,,1,,,,,,,,341.0,,,,,,
5390,201412,0,41.0,0.0,0.0,1.0,24.65,738.0,,,800.0,165.0,16.24,,,452.0,32.31,,1250.0,,0.0,7,,0.0,82.98,73.95,0.0,372.0,389.0,0.0,9.0,950.0,,0.133832912727673,0.0,,194.88,14.94,9.0,,,0.0,4.98,9.0,,0.0,,9.0,,2.0,0.0,248.97,341.0,226.17,2700.0,800.0,248.97,248.97,40,73.0,186.14,-0.133343746407103,,,248.97,1,606.34,2.0,-25.0,2.0,165.96,,0.0,157.0,0.0,0.0,248.97,188.82,0.0,0.0
5393,201411,0,28.0,0.0,0.0,0.0,156.4,4413.0,55.17,30.0,1300.0,385.0,154.66,,80.29,325.0,35.37,,1300.0,41.0,11.0,6,797.0,28.0,115.42,624.79,0.0,159.0,32.0,0.0,19.0,4100.0,,0.133832912727673,17.0,60.0,690.83,15.36,13.0,195.95,189.0,7.0,5.12,19.0,,8.0,191.91,19.0,,13.0,,256.01,325.0,176.9,1600.0,1300.0,256.01,,51,616.0,227.96,0.156301087833759,5.12,,256.01,0,0.03,25.0,,13.0,388.38,,1.0,77.0,1.0,1.0,256.01,248.56,0.0,1.0
5394,201411,0,,,,,,1705.0,,,613.01,,,302.0,,465.0,,15.0,1613.01,5.0,6.0,12,271.0,7.0,,,0.0,90.0,,1.0,41.0,1596.16,5.0,0.133832912727673,1.0,,,11.04,41.0,,,0.0,14.72,41.0,7.0,0.0,,41.0,0.0,10.0,,184.16,465.0,,1000.0,613.01,184.16,,61,,,0.357323965312407,3.68,,184.16,1,,,-10.0,10.0,,0.0,3.0,1336.0,3.0,3.0,736.64,,,3.0
5397,201411,0,34.0,0.0,0.0,1.0,141.12,2359.0,,,1300.0,204.0,55.98,228.0,29.99,987.0,,108.0,4300.0,30.0,26.0,8,1086.0,30.0,55.18,865.71,7.0,612.0,828.0,10.0,12.0,3900.0,4.0,0.133832912727673,4.0,,111.96,4.14,12.0,,119.0,10.0,4.14,12.0,10.0,11.0,119.96,12.0,0.0,3.0,4.14,206.97,294.0,,5900.0,6000.0,206.97,206.97,67,683.0,158.68,0.648196909605187,3.79,1254.0,189.47,0,2723.26,16.0,-3.0,3.0,296.26,22.74,0.0,159.0,0.0,0.0,620.91,232.54,90.31,0.0
5401,201411,1,147.0,2.0,1.0,1.0,243.32,491.0,,158.88,500.0,,,,,489.0,97.49,,1133.92,,0.0,3,,0.0,,1145.17,0.0,407.0,118.0,0.0,,1000.0,0.0,0.090634138151029,0.0,892.66,,,,,,0.0,,-5.0,,0.0,,-5.0,,,,,489.0,429.93,316.96,816.96,,,47,930.0,,0.079926420595367,,,,1,1122.85,,-21.0,,,0.0,0.0,-58.0,0.0,0.0,,,,0.0
5407,201411,1,173.0,3.0,0.0,0.0,,1375.0,,,2000.0,,,270.0,,268.0,,,2000.0,,0.0,12,,0.0,,,4.0,46.0,961.0,9.0,10.0,2000.0,,0.133832912727673,0.0,,,6.18,10.0,,,2.0,0.0,10.0,8.0,7.0,,10.0,,10.0,6.18,308.96,268.0,,2900.0,2000.0,308.96,308.96,41,,,-0.133343746407103,,,,0,,,-158.0,1.0,,,0.0,1202.0,0.0,0.0,1544.8,,,0.0
5411,201411,1,0.0,0.0,0.0,0.0,46.56,740.0,,,1200.0,91.0,47.39,,33.84,,36.65,,,,0.0,12,,0.0,18.35,372.48,0.0,,,0.0,,,,0.133832912727673,0.0,,331.73,,,,176.0,0.0,,,,0.0,270.72,,,,,,,109.97,,1200.0,,,60,239.0,209.91,0.357323965312407,,,,1,94.78,5.0,,,91.78,,,51.0,,,,253.04,0.0,
5419,201412,1,18.0,0.0,0.0,0.0,,3119.0,35.99,,1964.06,,127.61,,29.98,,37.97,,,2.0,2.0,12,53.0,3.0,,,0.0,,326.0,0.0,,3928.12,,0.133832912727673,1.0,,255.9,,,35.99,59.0,0.0,,,,0.0,59.97,,,,,,,37.97,,1964.06,,,35,,65.77,-0.30845333657335,,,,1,1771.25,,,,,,,101.0,,,,65.77,,
5421,201411,0,45.0,0.0,0.0,1.0,93.7,3129.0,64.39,23.82,2903.03,1210.0,37.9,779.0,25.98,1508.0,67.77,140.0,16153.03,129.0,39.0,10,2259.0,52.0,264.3,904.83,10.0,1157.0,402.0,12.0,3.0,14100.29,31.0,0.133832912727673,13.0,285.93,373.88,0.0,3.0,600.14,128.0,11.0,10.39,3.0,39.0,12.0,129.93,3.0,349.65,2.0,0.0,433.515,197.0,583.89,10429.49,8115.52,347.66,519.37,34,901.0,684.1,-0.30845333657335,13.9,836.0,347.66,0,162.48,40.0,-951.0,2.0,1617.74,0.0,0.0,83.0,0.0,0.0,1558.11,745.57,402.61,0.0
5425,201412,0,4.0,0.0,0.0,0.0,29.62,3493.0,,4.33,1000.0,124.0,114.9,159.0,48.65,1065.0,,140.0,2000.0,118.0,49.0,8,1928.0,60.0,46.98,92.95,6.0,854.0,619.0,7.0,0.0,1000.0,0.0,0.133832912727673,11.0,30.31,712.92,,,,172.0,6.0,,5.0,10.0,7.0,173.95,10.0,0.0,,,,579.0,,4223.7,4844.74,,,62,90.0,224.45,0.357323965312407,,3344.0,169.99,0,1495.91,5.0,-536.0,,125.97,6.8,0.0,-67.0,0.0,0.0,,398.68,0.0,0.0
5429,201412,0,43.0,0.0,0.0,2.0,,3314.0,,,200.0,77.0,,66.0,,1924.0,,349.0,1750.0,129.0,57.0,6,757.0,59.0,54.36,,9.0,1790.0,966.0,11.0,2.0,600.0,141.0,0.133832912727673,2.0,,,2.3,2.0,,,9.0,,2.0,10.0,12.0,,3.0,0.0,1.0,,57.55,290.0,,1220.27,1200.0,57.55,,59,,119.97,0.357323965312407,,2090.0,,0,,7.0,-42.0,1.0,79.95,0.0,0.0,774.0,0.0,0.0,,197.27,0.0,0.0
5433,201411,0,0.0,0.0,0.0,0.0,,2809.0,,,900.0,248.0,,481.0,,1001.0,,105.0,2795.3,68.0,35.0,7,1701.0,44.0,119.3,,8.0,899.0,,10.0,21.0,,15.0,0.133832912727673,9.0,,,4.14,21.0,,,3.0,4.14,21.0,8.0,5.0,,21.0,479.85,21.0,4.14,190.0975,220.0,,2541.92,2341.92,156.6925,206.8,41,,,-0.133343746407103,0.0,1672.0,139.99,0,,4.0,-231.0,21.0,249.93,3.81,1.0,987.0,1.0,2.0,206.8,,0.0,2.0
5434,201411,0,87.0,0.0,2.0,1.0,23.59,1810.0,,,500.0,323.0,,389.0,29.86,,38.98,70.0,,31.0,8.0,7,800.0,12.0,77.1,117.95,11.0,,149.0,12.0,,1500.0,14.0,0.133832912727673,4.0,,,,,,65.0,7.0,,,14.0,10.0,89.08,,0.0,,,,,194.93,,500.0,,,35,117.0,251.98,-0.30845333657335,,1672.0,,0,,19.0,,,459.99,,,301.0,,,,223.19,134.14,
5436,201412,0,,,,,,,,,3000.0,,,,,411.0,,,6984.9,,,12,,,,,,83.0,,,24.0,3000.0,,0.133832912727673,,,,16.76,16.0,,,,0.0,24.0,,,,24.0,,0.0,0.0,209.58,411.0,,2000.0,3000.0,209.58,209.58,52,,,0.156301087833759,,,209.58,0,,,-221.0,0.0,,,1.0,,1.0,1.0,838.32,,,1.0
5444,201412,0,,,,,,,,,200.0,,,,,485.0,,,2650.0,,,4,,,,,,375.0,,,1.0,4178.51,0.0,0.133832912727673,,,,,-23.0,,,,0.0,1.0,,,,1.0,,-23.0,0.0,198.76,134.0,,2900.0,1900.0,223.47,137.04,50,,,0.156301087833759,0.0,,224.7,0,,,-1945.0,-23.0,,0.0,0.0,,0.0,0.0,1096.32,,,0.0
5448,201412,1,45.0,0.0,0.0,1.0,35.78,1214.0,43.31,17.92,2756.83,219.0,,415.0,184.32,661.0,41.99,,4529.69,,0.0,12,,0.0,54.77,250.46,2.0,303.0,994.0,4.0,6.0,5621.18,8.0,0.133832912727673,0.0,53.76,,7.03,6.0,129.94,482.0,6.0,,6.0,12.0,12.0,484.76,6.0,,6.0,0.0,351.4,253.0,125.97,2657.3,9529.69,351.4,351.4,27,173.0,418.17,-0.411786729965823,,,284.93,0,706.5,4.0,-25.0,4.0,219.1,,0.0,66.0,0.0,0.0,,414.0,0.0,0.0
5455,201412,0,0.0,0.0,0.0,0.0,49.98,4909.0,12.53,150.65,1500.0,267.0,24.62,464.0,50.0,955.0,31.42,100.0,3500.0,85.0,42.0,12,1878.0,73.0,77.18,249.91,10.0,592.0,,11.0,-1.0,2500.0,14.0,0.133832912727673,31.0,802.99,172.34,0.0,-2.0,87.71,317.0,9.0,0.0,-1.0,13.0,11.0,317.97,1.0,155.22,-2.0,0.0,143.58,402.0,219.94,3120.0,2620.0,143.58,143.58,58,249.0,192.77,0.357323965312407,0.0,1254.0,143.58,0,25.11,8.0,-85.0,-2.0,268.94,0.0,0.0,-39.0,0.0,0.0,430.74,199.83,0.0,0.0
5466,201412,0,16.0,0.0,0.0,0.0,325.16,472.0,77.75,,1745.19,,,,,111.0,,,1745.19,,0.0,12,,0.0,,705.99,0.0,0.0,312.0,0.0,-12.0,1745.19,,0.090634138151029,0.0,,,,-12.0,622.0,,0.0,0.0,-12.0,,0.0,,-12.0,,-12.0,0.0,,111.0,,300.0,2045.19,,107.44,53,705.0,,0.219380082347677,,,,1,,,-37.0,,,,0.0,96.0,0.0,0.0,107.44,,,0.0
5475,201411,0,0.0,0.0,0.0,0.0,,2199.0,,,600.0,149.0,,78.0,,1665.0,,0.0,5600.0,8.0,7.0,6,239.0,19.0,30.92,,1.0,1481.0,,5.0,-1.0,2200.0,0.0,0.133832912727673,12.0,,,0.0,-5.0,,,3.0,0.0,0.0,3.0,5.0,,0.0,0.0,-7.0,0.0,162.53,375.0,,7300.0,1200.0,162.53,162.53,63,,172.19,0.412255795406189,0.0,,141.566,0,,7.0,-338.0,-11.0,216.44,0.0,0.0,847.0,0.0,0.0,487.59,208.94,66.47,0.0
5476,201411,0,41.0,0.0,0.0,1.0,,572.0,,190.49,1000.0,,201.3,,64.37,,28.32,,,,0.0,10,,0.0,,,0.0,,219.0,0.0,,2000.0,,0.090634138151029,0.0,743.97,900.79,,,,321.0,0.0,,,,0.0,321.87,,,,,,,84.98,,1000.0,,,55,,0.0,0.219380082347677,,,,1,222.74,,,,,,,-3.0,,,,23.79,,
5482,201412,0,0.0,0.0,0.0,0.0,,245.0,161.91,35.98,3000.0,,159.44,,,,,,3000.0,,0.0,12,,0.0,,,0.0,,,0.0,,3000.0,,0.0571981886428283,0.0,35.98,600.73,,,421.83,,0.0,,,,0.0,,,,,,,,,,3000.0,,,58,,,0.357323965312407,,,,1,1250.84,,,,,,,15.0,,,,,,
5487,201411,1,30.0,0.0,0.0,0.0,92.05,907.0,28.18,,2500.0,1408.0,31.2,,107.55,272.0,,,2500.0,,0.0,12,,0.0,319.39,780.58,0.0,3.0,,0.0,2.0,5000.0,,0.133832912727673,0.0,,218.4,,2.0,197.26,566.0,5.0,,2.0,,6.0,627.97,2.0,,2.0,0.0,267.42,272.0,,3000.0,2500.0,267.42,267.42,52,588.0,899.49,0.156301087833759,,,,1,2659.68,38.0,-18.0,0.0,1541.35,,0.0,47.0,0.0,0.0,,819.81,127.26,0.0
5504,201412,0,0.0,0.0,0.0,0.0,38.73,276.0,62.03,39.98,1000.0,,36.67,,,,28.9,,,,0.0,12,,0.0,,271.11,0.0,,,0.0,,1000.0,,0.090634138151029,0.0,59.97,109.99,,,434.21,,0.0,,,,0.0,,,,,,,,231.2,,1000.0,,,52,176.0,,0.156301087833759,,,,1,815.87,,,,,,,8.0,,,,,,
5507,201411,0,,,,,,1987.0,,,1000.0,,,,,827.0,,12.0,4250.0,8.0,7.0,10,415.0,9.0,,,0.0,519.0,,0.0,0.0,2000.0,3.0,0.133832912727673,2.0,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,-1.0,0.0,318.98,219.0,,2800.0,3500.0,318.98,318.98,62,,,0.357323965312407,0.0,,111.02,1,,,-347.0,-2.0,,0.0,0.0,1897.0,0.0,0.0,1275.92,,,0.0
5515,201411,0,0.0,0.0,0.0,0.0,72.31,626.0,,,1000.0,143.0,,,13.6,,,,,,0.0,12,,0.0,32.23,216.95,0.0,,,0.0,,1000.0,,0.133832912727673,0.0,,,,,,13.0,0.0,,,,0.0,13.6,,,,,,,,,1000.0,,,64,215.0,201.51,0.534878115446101,,,,1,,7.0,,,225.61,,,475.0,,,,21.58,81.63,
5527,201411,0,138.0,2.0,1.0,1.0,46.84,425.0,,,900.0,,0.97,,,390.0,,,1100.0,,0.0,12,,0.0,,374.72,0.0,206.0,3.0,0.0,9.0,900.0,,0.090634138151029,0.0,,0.97,2.6,9.0,,,0.0,4.98,9.0,,0.0,,9.0,,9.0,9.96,124.67,187.0,,800.0,1300.0,65.14,124.67,42,247.0,,-0.0737564789495467,2.6,,65.14,1,693.69,,-2.0,8.0,,,0.0,157.0,0.0,0.0,249.34,,,0.0
5529,201412,1,0.0,0.0,0.0,0.0,,259.0,,16.86,2475.49,,,,,175.0,74.81,,2475.49,,0.0,12,,0.0,,,0.0,0.0,,0.0,17.0,4950.98,,0.0571981886428283,0.0,118.02,,,17.0,,,0.0,9.44,17.0,,0.0,,17.0,,17.0,14.16,236.2,175.0,523.67,800.0,3275.49,,236.2,46,,,-0.016208722718011,,,,1,1222.67,,,9.0,,,1.0,-74.0,1.0,1.0,472.4,,,1.0
