id,safra,y,VAR_1,VAR_72,VAR_53,VAR_65,VAR_6,VAR_17,VAR_30,VAR_57,VAR_9,VAR_54,VAR_59,VAR_76,VAR_7,VAR_11,VAR_5,VAR_34,VAR_38,VAR_15,VAR_35,VAR_8,VAR_13,VAR_52,VAR_24,VAR_45,VAR_58,VAR_39,VAR_20,VAR_40,VAR_44,VAR_25,VAR_60,VAR_2,VAR_28,VAR_19
4440,201406,0,0.0,998.0,2800.0,,2729.0,2100.0,1500.0,41,1500.0,1800.0,,,,,,,,,,,,,,,,,12,7.0,9.0,0.0,-0.133343746407103,0.0,0.0,2.0
4441,201408,0,54.0,0.0,6486.76,794.0,2483.0,1692.72,2426.79,47,1900.0,5142.06,723.07,2619.9,56.45,41.97,,385.04,345.58,166.6,161.95,150.39,193.35,559.22,,818.41,,747.0,12,11.0,12.0,7.0,0.079926420595367,0.0,9.0,20.0
4442,201401,1,174.0,13.0,9308.56,3430.95,404.0,4351.7,4699.38,37,2500.0,455.16,,,68.16,215.94,54.32,410.82,128.16,33.18,215.94,98.91,,155.96,162.96,,162.0,,12,0.0,0.0,0.0,-0.231735369185606,3.0,0.0,0.0
4443,201407,1,138.0,-58.0,3000.0,751.69,1490.0,,4500.0,45,1500.0,3000.0,19.84,0.0,125.26,36.39,,1610.13,598.84,,181.95,228.48,,,,,,,12,12.0,12.0,12.0,-0.0304781166421273,2.0,12.0,0.0
4444,201405,0,16.0,15.0,2986.91,204.96,1897.0,2000.0,1986.91,30,1986.91,2986.91,254.88,1394.0,27.98,101.64,77.44,206.98,83.96,119.98,230.97,103.49,,177.96,208.91,,206.0,,12,1.0,1.0,0.0,-0.411786729965823,0.0,0.0,3.0
4447,201402,0,21.0,47.0,2675.78,1661.63,712.0,,1337.89,56,1337.89,,581.08,694.76,102.49,,,225.92,717.43,,,75.3,68.25,,,518.15,,339.0,12,1.0,2.0,0.0,0.242879678877368,0.0,0.0,0.0
4448,201408,0,21.0,102.0,600.0,963.73,1215.0,900.0,600.0,46,600.0,600.0,247.4,315.56,28.06,37.98,51.98,,140.34,,75.97,,44.98,,259.92,109.98,258.0,108.0,6,8.0,10.0,3.0,-0.016208722718011,0.0,4.0,0.0
4449,201403,1,26.0,481.0,3000.0,,2365.0,2000.0,2000.0,47,2000.0,3000.0,82.34,120.8,,,29.19,,,,,,36.98,,145.97,184.94,145.0,184.0,12,6.0,11.0,12.0,0.079926420595367,0.0,12.0,18.0
4450,201405,0,77.0,-75.0,499.22,871.87,179.0,,499.22,41,499.22,499.22,,,,229.8,,739.5,,,431.64,251.99,,,,,,,6,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,0.0
4451,201402,1,68.0,224.0,3250.25,,557.0,940.31,1621.26,31,1251.32,,,,46.65,,316.42,,139.97,,,,160.12,,798.49,320.24,790.0,318.0,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4452,201408,0,0.0,12.0,1000.0,478.31,170.0,,3000.0,44,1000.0,1000.0,,,39.3,,,89.98,275.1,,,89.98,,,,,,,12,0.0,0.0,0.0,-0.059298901120992,0.0,0.0,0.0
4453,201404,0,86.0,9.0,1533.44,1722.83,2136.0,750.0,1681.85,52,350.0,950.0,419.15,864.57,13.51,45.05,38.32,43.37,94.57,,198.53,10.84,29.97,,201.66,29.97,152.0,29.0,3,6.0,12.0,6.0,0.156301087833759,0.0,12.0,15.0
4456,201407,1,36.0,218.0,1800.0,1040.36,3226.0,150.0,1000.0,47,1000.0,1500.0,,,150.38,,,,487.96,,,,,,,,,,12,3.0,4.0,0.0,0.079926420595367,0.0,0.0,9.0
4457,201402,1,21.0,52.0,1000.0,350.33,229.0,,500.0,57,500.0,,,,43.99,15.14,,139.97,219.96,,105.98,54.98,,,,,,,12,0.0,0.0,0.0,0.319424920164188,0.0,0.0,0.0
4458,201405,0,20.0,56.0,5200.0,6270.47,3077.0,4100.0,1500.0,68,1500.0,3300.0,813.34,1299.97,27.32,76.1,262.43,199.96,81.97,79.63,313.87,64.98,176.11,195.94,1159.83,613.84,1155.0,611.0,12,1.0,2.0,0.0,0.648196909605187,0.0,0.0,19.0
4459,201405,0,0.0,403.0,2538.78,,976.0,1825.29,3444.17,54,1444.17,2538.78,204.0,170.0,,,72.36,,,,,,,,394.13,,311.0,,12,5.0,7.0,0.0,0.219380082347677,0.0,0.0,0.0
4460,201402,0,21.0,212.0,4991.04,1671.1,790.0,4873.12,2789.41,41,1600.0,700.0,206.75,185.05,67.42,,83.82,,269.68,16.65,,,17.99,49.95,501.82,71.96,500.0,71.0,12,1.0,2.0,0.0,-0.133343746407103,0.0,0.0,0.0
4461,201407,0,6.0,756.0,2900.0,,1122.0,1400.0,400.0,47,400.0,1100.0,116.18,87.65,,,,,,,,,,,,,,,4,6.0,7.0,1.0,0.079926420595367,0.0,2.0,0.0
4462,201408,1,11.0,-33.0,1000.0,123.13,231.0,,2000.0,37,1000.0,1000.0,,,69.31,35.22,,83.79,207.96,,246.54,11.97,,,,,,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
4463,201401,0,0.0,8.0,3000.0,711.67,631.0,1497.0,2500.0,68,1500.0,4488.0,103.37,150.56,55.97,,162.62,263.33,167.92,49.18,,70.81,27.26,245.94,428.87,190.82,427.0,127.0,12,0.0,0.0,0.0,0.648196909605187,0.0,0.0,0.0
4464,201403,0,0.0,13.0,1864.0,180.33,682.0,1700.0,1064.0,46,1064.0,3564.0,279.11,348.82,103.39,71.64,128.2,,904.06,60.97,411.54,,118.78,209.44,509.7,381.37,394.0,323.0,12,0.0,0.0,0.0,-0.016208722718011,0.0,0.0,0.0
4465,201406,1,51.0,-79.0,1180.0,464.12,1812.0,,2360.0,35,1180.0,1180.0,395.71,801.7,99.97,132.65,59.23,413.6,199.94,,475.85,51.7,76.98,,414.61,149.97,286.0,149.0,12,10.0,12.0,6.0,-0.30845333657335,0.0,12.0,7.0
4466,201405,0,9.0,496.0,1600.0,,971.0,2000.0,600.0,56,600.0,1600.0,228.65,287.04,,,20.99,,,,,,18.49,,41.98,54.47,41.0,54.0,8,7.0,8.0,0.0,0.242879678877368,0.0,0.0,0.0
4467,201403,0,11.0,27.0,1500.0,247.73,375.0,,1500.0,47,1500.0,1500.0,,,,35.17,61.84,138.92,,69.94,195.91,66.93,,204.7,242.43,,242.0,,12,0.0,0.0,0.0,0.079926420595367,0.0,0.0,0.0
4468,201405,0,0.0,53.0,400.0,789.75,657.0,,400.0,45,400.0,400.0,99.36,99.04,,25.75,79.22,,,0.98,206.0,,110.63,0.98,554.54,227.52,372.0,226.0,4,0.0,0.0,0.0,-0.0304781166421273,0.0,0.0,0.0
4469,201405,0,21.0,51.0,3550.0,6475.16,3449.0,2800.0,1000.0,61,1000.0,3100.0,391.72,410.98,26.0,74.96,108.46,29.99,26.0,2.99,99.95,29.99,64.92,2.99,254.21,216.88,227.0,213.0,12,11.0,12.0,12.0,0.357323965312407,0.0,12.0,52.0
4470,201401,0,51.0,182.0,1600.0,1340.0,851.0,,800.0,51,800.0,,0.0,-876.22,75.0,,,,600.0,,,,92.16,,,737.28,,478.0,8,3.0,4.0,0.0,0.156301087833759,0.0,0.0,0.0
4471,201403,0,39.0,1.0,5718.68,1542.77,2039.0,,2000.0,52,2000.0,2000.0,260.0,1007.99,,154.17,79.98,241.93,,39.99,272.34,107.3,66.52,39.99,239.94,313.29,239.0,238.0,12,4.0,5.0,6.0,0.156301087833759,0.0,9.0,6.0
4472,201408,0,,1366.0,2902.84,,1366.0,3632.28,1000.0,48,1000.0,3334.84,,,,,,,,,,,,,,,,,12,0.0,0.0,4.0,0.079926420595367,,7.0,0.0
4474,201409,0,16.0,67.0,18322.0,415.04,2642.0,18905.0,11661.0,60,3000.0,3000.0,268.3,536.14,12.65,,43.98,121.91,37.96,,,60.95,112.21,,131.96,311.6,131.0,308.0,12,1.0,3.0,0.0,0.357323965312407,0.0,0.0,1.0
4475,201408,0,51.0,246.0,500.0,,2719.0,,1000.0,39,500.0,,447.05,791.82,36.64,,,,109.93,,,,,,,,,,6,4.0,6.0,0.0,-0.231735369185606,0.0,0.0,5.0
4477,201402,1,4.0,134.0,2000.0,1583.1,609.0,1000.0,1000.0,39,1000.0,,80.33,163.92,15.71,39.99,,,109.98,39.12,199.97,,103.96,273.84,,519.86,,518.0,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
4478,201405,1,21.0,38.0,500.0,969.29,377.0,,500.0,35,500.0,500.0,,,73.02,280.92,75.58,294.91,338.07,131.91,1120.28,91.21,,263.82,302.33,,302.0,,12,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
4480,201405,0,46.0,66.0,1000.0,1447.34,357.0,,1000.0,60,1000.0,1000.0,,,,,,147.93,,55.79,,40.97,,278.95,,,,,12,0.0,0.0,0.0,0.357323965312407,0.0,0.0,0.0
4482,201401,0,18.0,41.0,1000.0,779.01,1480.0,,500.0,53,500.0,,86.96,158.35,,33.57,,521.92,,,234.99,104.38,102.63,,,202.95,,200.0,12,3.0,4.0,11.0,0.219380082347677,0.0,12.0,0.0
4485,201401,0,119.0,-41.0,3750.0,1688.37,493.0,2050.0,850.0,38,850.0,600.0,,,118.34,,166.12,279.39,340.6,10.12,,44.82,,70.84,632.15,,461.0,,12,0.0,0.0,0.0,-0.231735369185606,2.0,0.0,0.0
4486,201402,0,90.0,-20.0,1800.0,1060.0,3341.0,1000.0,400.0,59,400.0,2000.0,148.64,1403.33,,,,163.94,,9.19,,23.42,39.56,45.98,,125.95,,123.0,3,8.0,12.0,7.0,0.357323965312407,0.0,12.0,33.0
4487,201407,0,0.0,636.0,2500.0,,785.0,2339.17,2200.0,68,500.0,2178.34,184.43,154.1,,,,,,,,,28.99,,,115.97,,115.0,6,1.0,2.0,0.0,0.648196909605187,0.0,0.0,0.0
4488,201407,0,0.0,-17.0,3000.0,2203.77,4198.0,,3000.0,55,3000.0,3000.0,241.41,339.38,,110.22,59.79,885.07,,110.12,598.27,135.05,155.83,650.1,383.84,1218.96,275.0,787.0,12,12.0,12.0,12.0,0.219380082347677,0.0,12.0,83.0
4489,201404,1,56.0,90.0,450.58,951.32,106.0,,450.58,68,450.58,450.58,,,38.13,,,89.96,266.91,,,44.98,,,,,,,12,0.0,0.0,0.0,0.648196909605187,0.0,0.0,0.0
4490,201403,0,4.0,72.0,1500.0,6861.88,2325.0,2400.0,1500.0,50,1500.0,1500.0,16.88,58.73,,,44.39,85.98,,32.47,,28.66,34.92,324.7,280.91,191.12,185.0,138.0,12,6.0,8.0,8.0,0.156301087833759,0.0,11.0,10.0
4491,201408,0,16.0,869.0,1660.45,,1776.0,,1660.45,54,1660.45,3320.9,0.0,59.95,,,,,,,,,,,,,,,6,6.0,12.0,6.0,0.219380082347677,0.0,11.0,6.0
4492,201405,0,29.0,126.0,2230.74,303.88,407.0,1230.74,1000.0,36,1000.0,2000.0,,,25.06,19.99,60.33,,175.42,24.99,39.99,,,49.99,317.7,,247.0,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
4495,201403,0,0.0,0.0,1500.0,375.89,3569.0,2500.0,1000.0,46,1000.0,2500.0,,,33.98,76.59,,207.16,67.96,,244.69,40.3,,,,,,,12,0.0,0.0,1.0,-0.016208722718011,0.0,1.0,38.0
4496,201404,0,16.0,340.0,877.0,1196.83,1132.0,1200.0,877.0,71,877.0,2077.0,248.0,923.79,,,60.38,,,,,,,,422.66,,288.0,,12,12.0,12.0,1.0,0.721630021341369,0.0,2.0,0.0
4497,201401,1,179.0,-45.0,1682.72,610.05,234.0,841.36,841.36,58,841.36,,,,53.99,27.99,,581.22,53.99,,139.97,76.78,,,,,,,12,0.0,0.0,0.0,0.357323965312407,3.0,0.0,0.0
4498,201407,0,47.0,131.0,1996.0,222.08,334.0,2206.36,1996.0,50,1996.0,1996.0,,,76.64,,,,536.48,131.78,,,,398.77,,,,,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
4499,201404,1,178.0,17.0,610.0,1704.42,251.0,,610.0,33,610.0,610.0,,,88.94,19.99,,514.79,244.86,,79.96,87.65,,,,,,,12,0.0,0.0,0.0,-0.354107585360257,3.0,0.0,0.0
4500,201407,0,0.0,57.0,1000.0,279.98,950.0,,2000.0,33,1000.0,1000.0,307.83,370.58,48.3,29.99,125.94,238.9,144.93,142.98,89.98,66.94,158.22,428.94,347.86,529.93,343.0,527.0,12,5.0,7.0,0.0,-0.354107585360257,0.0,0.0,0.0
4501,201409,1,0.0,-72.0,,124.44,794.0,1500.0,3000.0,30,1500.0,1500.0,413.44,432.25,38.79,63.48,23.92,242.55,271.53,97.14,360.09,35.56,105.88,441.18,167.44,372.82,112.0,267.0,12,1.0,2.0,0.0,-0.411786729965823,0.0,0.0,0.0
4502,201405,1,0.0,233.0,2218.46,1440.0,1881.0,,2218.46,42,2218.46,2218.46,215.69,215.69,46.49,,52.9,,185.96,86.39,,,,86.39,264.52,,264.0,,12,7.0,8.0,6.0,-0.0737564789495467,0.0,7.0,9.0
4503,201402,0,59.0,2.0,9843.66,532.48,894.0,3796.83,2296.83,51,2296.83,6750.0,556.16,668.8,20.98,33.87,79.97,310.3,20.98,73.19,237.09,155.14,38.81,410.58,259.94,271.67,258.0,189.0,12,3.0,4.0,0.0,0.156301087833759,0.0,0.0,0.0
4504,201407,0,0.0,-26.0,1677.3,1165.77,1741.0,,1677.3,48,1677.3,1677.3,361.99,288.62,51.98,,58.45,226.34,155.96,52.21,,36.41,40.38,417.68,234.21,201.94,174.0,201.0,12,12.0,12.0,10.0,0.079926420595367,0.0,12.0,7.0
4505,201405,0,20.0,100.0,2000.0,340.02,100.0,2000.0,1000.0,55,1000.0,1000.0,,,,31.11,,,,,217.77,,,,,,,,10,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
4506,201402,0,34.0,-25.0,1000.0,722.0,3169.0,,500.0,42,500.0,,,,49.99,,,69.99,149.99,19.99,,9.99,,79.98,,,,,6,5.0,5.0,4.0,-0.0737564789495467,0.0,7.0,40.0
4507,201407,0,15.0,103.0,2500.0,669.65,1428.0,,4000.0,60,2000.0,2000.0,47.64,46.2,46.92,,24.0,,178.49,,,,39.44,,168.0,315.52,110.0,201.0,12,10.0,12.0,9.0,0.357323965312407,0.0,11.0,0.0
4508,201406,1,,1786.0,3800.0,,2486.0,,1400.0,43,1400.0,3800.0,,,,,,,,,,,,,,,,,12,0.0,0.0,0.0,-0.059298901120992,,0.0,26.0
4509,201401,0,9.0,140.0,3000.0,6306.16,1752.0,,1500.0,68,1500.0,,84.8,168.21,,44.98,,,,,89.97,,98.98,,,578.06,,457.0,12,0.0,0.0,0.0,0.648196909605187,0.0,0.0,4.0
4510,201408,0,,1564.0,5300.38,,1814.0,1500.0,2500.0,59,1500.0,3900.0,,,,,,,,,,,,,,,,,12,0.0,0.0,1.0,0.357323965312407,,1.0,6.0
4511,201408,0,0.0,113.0,800.0,458.92,4785.0,,800.0,57,400.0,,0.0,16.5,22.67,11.99,13.69,,144.35,14.0,35.97,,13.59,98.0,95.83,67.96,62.0,67.0,5,4.0,5.0,11.0,0.319424920164188,0.0,12.0,75.0
4512,201406,0,0.0,40.0,10950.0,1901.58,2505.0,7000.0,5950.0,61,2950.0,4950.0,505.01,510.89,49.99,14.06,79.86,,199.99,,98.42,,103.93,,220.89,338.85,218.0,336.0,12,10.0,11.0,8.0,0.357323965312407,0.0,12.0,17.0
4513,201404,0,21.0,48.0,1258.19,145.56,500.0,,1258.19,39,1258.19,1258.19,,,22.0,39.24,63.88,,44.0,41.18,237.94,,,205.93,319.42,,318.0,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
4514,201402,0,31.0,243.0,3820.0,,1822.0,2000.0,1500.0,47,1500.0,448.3,656.96,1016.5,,,146.41,,,80.84,,,171.73,381.08,883.61,752.47,686.0,679.0,12,11.0,11.0,8.0,0.079926420595367,0.0,11.0,8.0
4515,201409,1,16.0,32.0,1449.6,152.99,1190.0,8641.56,4180.68,33,1393.56,1393.56,403.0,1378.37,29.99,41.99,41.4,381.76,29.99,83.57,209.97,95.44,66.64,317.12,289.8,179.97,189.0,178.0,12,11.0,12.0,2.0,-0.354107585360257,0.0,3.0,0.0
4516,201407,0,0.0,435.0,1980.8,,435.0,3115.06,2000.0,75,1000.0,1000.0,,,,,19.5,,,,,,,,58.5,,58.0,,12,0.0,0.0,0.0,0.721630021341369,0.0,0.0,0.0
4518,201401,0,4.0,36.0,2200.0,199.83,208.0,1500.0,2433.92,49,1100.0,1500.0,,,48.38,153.24,,589.87,241.93,,201.22,261.14,,,,,,,12,0.0,0.0,0.0,0.079926420595367,0.0,0.0,0.0
4519,201401,0,0.0,84.0,7812.61,2151.18,668.0,7612.61,3476.56,60,2000.0,6125.22,373.29,497.72,29.99,,65.98,459.91,59.99,,,114.97,,,329.92,,329.0,,8,0.0,0.0,0.0,0.357323965312407,0.0,0.0,0.0
4520,201405,0,46.0,470.0,1000.0,,718.0,,1000.0,36,1000.0,1000.0,198.77,286.54,,,29.87,,,,,,74.47,,149.37,265.32,149.0,263.0,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
4521,201405,0,0.0,481.0,887.23,,2115.0,,887.23,57,887.23,887.23,,,,,102.76,,,,,,,,513.84,,512.0,,8,0.0,0.0,0.0,0.319424920164188,0.0,0.0,9.0
4522,201408,0,28.0,0.0,8180.07,1610.16,2996.0,4500.0,3200.0,54,2000.0,4500.0,786.0,2135.22,59.9,,189.27,11.97,335.3,23.39,,11.97,39.58,163.75,1114.67,229.15,891.0,159.0,12,11.0,12.0,11.0,0.219380082347677,0.0,12.0,45.0
4523,201409,0,0.0,42.0,,71.01,226.0,2193.33,1500.0,30,1997.15,,,,195.54,84.38,,303.99,195.54,,84.38,76.99,,,,,,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4524,201407,0,0.0,23.0,5558.77,1212.6,1433.0,1000.0,2000.0,44,500.0,7700.0,650.0,1593.11,93.11,254.31,51.61,134.92,526.63,11.49,889.7,44.97,106.36,114.99,480.25,396.64,354.0,282.0,12,11.0,12.0,10.0,-0.059298901120992,0.0,11.0,0.0
4525,201407,1,80.0,267.0,1000.0,502.48,683.0,,1000.0,20,1000.0,1000.0,228.58,261.15,47.19,,22.74,,235.96,,,,24.59,,159.18,98.39,106.0,98.0,12,0.0,1.0,0.0,-0.690749137734589,0.0,0.0,0.0
4526,201407,0,24.0,10.0,300.0,1346.1,1981.0,,300.0,66,300.0,300.0,458.49,406.57,65.58,30.44,42.24,103.96,327.93,,108.93,20.79,27.59,,198.14,137.95,197.0,137.0,10,7.0,11.0,10.0,0.534878115446101,0.0,11.0,13.0
4527,201409,0,4.0,21.0,,598.71,303.0,893.0,2679.0,31,893.0,893.0,,,91.11,34.99,48.42,89.96,637.77,,139.99,44.98,,,338.94,,223.0,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4528,201405,0,20.0,291.0,2000.0,,4071.0,2000.0,2000.0,30,2000.0,2000.0,315.25,348.22,,,78.97,,,59.98,,,92.06,149.97,289.92,287.45,287.0,284.0,12,11.0,12.0,8.0,-0.411786729965823,0.0,10.0,29.0
4529,201409,1,111.0,90.0,2056.93,402.39,1757.0,1500.0,1500.0,55,1500.0,4500.0,230.32,814.34,65.95,92.09,85.81,,257.89,226.12,443.02,,130.22,936.47,194.96,552.7,192.0,470.0,12,5.0,10.0,9.0,0.219380082347677,1.0,10.0,7.0
4531,201406,0,0.0,91.0,500.0,414.93,377.0,1000.0,500.0,35,500.0,500.0,,,295.74,74.96,106.24,,295.74,161.26,494.85,,,161.26,289.97,,289.0,,5,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
4532,201408,1,56.0,101.0,1547.95,42.67,103.0,,3095.9,30,1547.95,1547.95,,,,97.05,,,,,390.99,,,,,,,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4534,201403,1,0.0,271.0,2100.0,,457.0,1200.0,1500.0,54,1500.0,2100.0,,,,,29.98,,,18.66,,,,55.99,59.97,,59.0,,12,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
4535,201409,0,19.0,464.0,632.93,,493.0,1457.78,1024.85,27,791.92,1024.85,,,,,115.67,,,,,,,,247.05,,246.0,,4,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4536,201405,0,42.0,67.0,500.0,991.61,601.0,,500.0,44,500.0,500.0,0.0,50.57,,30.98,35.76,79.98,,,61.97,19.99,58.32,,174.88,174.96,173.0,173.0,5,0.0,0.0,0.0,-0.059298901120992,0.0,0.0,0.0
4537,201402,0,104.0,71.0,2333.04,3639.35,2554.0,,1166.52,32,1166.52,,183.0,206.15,40.73,19.99,,43.96,189.97,36.66,19.99,21.98,,109.98,,,,,12,6.0,11.0,10.0,-0.354107585360257,1.0,11.0,13.0
4538,201406,1,36.0,10.0,7000.0,437.16,3448.0,4000.0,1500.0,61,1500.0,4500.0,503.03,735.85,,46.24,105.6,,,102.46,323.71,,73.39,819.68,541.83,447.83,368.0,327.0,12,9.0,12.0,7.0,0.357323965312407,0.0,10.0,35.0
4539,201401,0,20.0,150.0,1500.0,1861.54,2966.0,,750.0,32,750.0,,,,58.41,,139.15,,467.28,,,,,,695.76,,695.0,,12,3.0,4.0,3.0,-0.354107585360257,0.0,7.0,10.0
4540,201406,0,,,3791.29,,,,900.0,31,900.0,1530.43,,,,,,,,,,,,,,,,,9,,,,-0.411786729965823,,,
4541,201404,0,4.0,749.0,2396.78,,1751.0,,700.0,78,700.0,700.0,94.67,157.35,,,,,,,,,,,,,,,12,0.0,1.0,7.0,0.721630021341369,0.0,8.0,7.0
4543,201409,0,0.0,0.0,1500.0,197.03,4371.0,6500.0,4000.0,53,2000.0,2000.0,,,147.57,56.21,184.57,788.67,1159.72,,320.27,133.87,,,1221.5,,1111.0,,12,0.0,0.0,0.0,0.219380082347677,0.0,0.0,27.0
4544,201402,0,130.0,-38.0,4070.0,556.36,854.0,2470.0,3350.0,64,1600.0,870.0,88.62,81.85,45.18,90.97,68.34,483.77,225.93,33.95,217.94,69.11,35.58,33.95,249.74,177.91,249.0,177.0,12,3.0,6.0,0.0,0.534878115446101,4.0,0.0,0.0
4545,201404,0,36.0,36.0,1583.77,1059.32,2619.0,1650.0,150.0,57,150.0,1650.0,119.17,119.92,51.98,141.94,,,83.97,81.31,477.05,,,131.97,,,,,3,9.0,11.0,10.0,0.319424920164188,0.0,11.0,31.0
4546,201407,1,29.0,47.0,2700.0,51.17,1302.0,1400.0,2000.0,55,2000.0,2700.0,219.09,232.99,11.19,119.4,36.52,,55.98,,955.2,,46.49,,261.18,356.8,180.0,233.0,12,7.0,8.0,5.0,0.219380082347677,0.0,7.0,0.0
4548,201408,0,,1898.0,1185.0,,2819.0,2200.0,1985.0,55,685.0,1285.0,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,0.219380082347677,,0.0,18.0
4549,201409,1,0.0,217.0,,912.0,217.0,1000.0,1000.0,51,1000.0,1000.0,,,28.79,,,,86.38,,,,,,,,,,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
4550,201408,0,0.0,68.0,3300.0,962.57,698.0,3000.0,1600.0,32,800.0,4800.0,60.84,-361.52,70.9,,117.02,195.95,392.27,37.77,,86.31,45.57,224.27,456.91,171.6,398.0,135.0,12,2.0,4.0,1.0,-0.354107585360257,0.0,2.0,0.0
4551,201408,1,24.0,18.0,991.66,200.58,215.0,,991.66,31,991.66,991.66,,,37.79,107.26,,229.94,188.97,,240.88,57.98,,,,,,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4552,201404,0,31.0,49.0,4680.0,385.62,1120.0,3960.0,1200.0,46,1200.0,6640.0,270.88,985.48,,48.38,47.86,179.92,,,241.91,35.98,32.27,,239.34,129.08,239.0,114.0,12,9.0,12.0,0.0,-0.016208722718011,0.0,1.0,0.0
4553,201403,0,20.0,8.0,11041.98,1024.34,1387.0,3000.0,2500.0,55,1500.0,1500.0,,,134.85,130.23,,85.97,373.65,97.63,413.58,32.98,,202.92,,,,,12,3.0,3.0,8.0,0.219380082347677,0.0,10.0,0.0
4554,201405,0,153.0,101.0,2072.53,821.46,386.0,,1072.53,49,1072.53,1072.53,,,33.02,35.77,35.99,,231.14,12.74,250.39,,,50.98,179.96,,179.0,,12,0.0,0.0,0.0,0.079926420595367,3.0,0.0,0.0
4555,201402,0,16.0,115.0,1900.0,1821.6,637.0,700.0,700.0,31,700.0,1200.0,125.84,205.76,13.32,15.75,59.24,,39.98,19.99,63.0,,128.34,99.98,204.79,451.82,202.0,448.0,9,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4558,201403,0,26.0,80.0,700.0,1889.66,226.0,,700.0,58,700.0,700.0,,,179.63,69.44,,157.95,654.47,,256.85,52.65,,,,,,,8,0.0,0.0,0.0,0.357323965312407,0.0,0.0,0.0
4559,201401,0,11.0,859.0,1040.0,2700.0,3134.0,,4040.0,62,1040.0,,57.31,57.31,,,,,,,,,,,,,,,12,10.0,12.0,12.0,0.357323965312407,0.0,12.0,40.0
4562,201407,0,0.0,213.0,696.0,250.0,428.0,,696.0,30,696.0,696.0,,,67.38,,73.17,,120.37,42.99,,,,85.98,219.51,,219.0,,9,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
4563,201404,0,6.0,315.0,500.0,,2517.0,,500.0,59,500.0,,220.0,108.13,,,73.24,,,31.99,,,27.49,319.98,468.21,46.48,399.0,45.0,12,9.0,11.0,10.0,0.357323965312407,0.0,12.0,31.0
4565,201408,0,0.0,261.0,350.0,,1067.0,1200.0,500.0,36,500.0,500.0,114.2,201.83,23.19,,83.79,,115.98,,,,70.83,,305.76,302.99,303.0,238.0,5,6.0,7.0,0.0,-0.231735369185606,0.0,0.0,0.0
4567,201402,0,68.0,77.0,1450.9,466.97,502.0,,725.45,34,725.45,,,,89.13,139.48,177.17,242.97,234.95,110.19,536.82,60.74,,440.81,685.77,,683.0,,12,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
4569,201403,0,0.0,1.0,3000.0,420.01,359.0,2000.0,2000.0,56,2000.0,4000.0,,,,99.98,,63.0,,47.48,99.98,31.5,,119.98,,,,,12,0.0,0.0,0.0,0.242879678877368,0.0,0.0,0.0
4570,201409,1,4.0,358.0,,,541.0,2000.0,2000.0,32,2000.0,2000.0,,,,,406.36,,,28.8,,,56.68,28.8,630.82,113.37,622.0,113.0,12,0.0,0.0,0.0,-0.354107585360257,0.0,0.0,0.0
4571,201404,0,0.0,261.0,1278.62,1755.55,473.0,2835.86,1000.0,34,1000.0,1278.62,,,,,,,,44.45,,,31.24,311.15,,218.68,,143.0,12,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
4572,201403,0,0.0,395.0,3000.0,,395.0,,1500.0,77,1500.0,1500.0,,,,,33.24,,,,,,,,232.68,,163.0,,12,0.0,0.0,0.0,0.721630021341369,0.0,0.0,0.0
4573,201407,0,0.0,193.0,300.0,872.43,1232.0,,300.0,22,300.0,300.0,,,25.19,,48.46,,125.98,,,,,,121.9,,120.0,,3,3.0,3.0,4.0,-0.690749137734589,0.0,5.0,0.0
4574,201401,1,138.0,31.0,3000.0,802.84,600.0,3000.0,1000.0,45,1000.0,,0.0,92.18,,,160.12,179.98,,33.29,,44.99,84.0,183.07,648.8,420.0,644.0,420.0,12,0.0,0.0,0.0,-0.0304781166421273,2.0,0.0,0.0
